Algorithm,Map,Run,Computation Time
Skeletonize,Map3,4,"3.781909227371216
"
Skeletonize,Map3,5,"3.8506972789764404
"
Skeletonize,Map3,6,"3.7529778480529785
"
Skeletonize,Map3,7,"3.764925479888916
"
Skeletonize,Map3,8,"3.777888536453247
"
Skeletonize,Map3,9,"3.7310166358947754
"
Skeletonize,Map3,10,"3.745976209640503
"
Skeletonize,Map3,11,"3.8188090324401855
"
Skeletonize,Map3,12,"3.711068868637085
"
Skeletonize,Map3,13,"3.8158180713653564
"
Skeletonize,Map3,14,"3.796812057495117
"
Skeletonize,Map3,15,"3.726030111312866
"
Skeletonize,Map3,16,"3.754971742630005
"
Skeletonize,Map3,17,"3.7409894466400146
"
Skeletonize,Map3,18,"3.7270069122314453
"
Skeletonize,Map3,19,"3.7080771923065186
"
Skeletonize,Map3,20,"3.718074083328247
"
Skeletonize,Map3,21,"3.7549312114715576
"
Skeletonize,Map3,22,"3.7170541286468506
"
Skeletonize,Map3,23,"3.7320141792297363
"
Skeletonize,Map3,24,"3.745976448059082
"
Skeletonize,Map3,25,"3.788860321044922
"
Skeletonize,Map3,26,"3.720045566558838
"
Skeletonize,Map3,27,"3.7399933338165283
"
Skeletonize,Map3,28,"3.709094285964966
"
Skeletonize,Map3,29,"3.7499446868896484
"
Skeletonize,Map3,30,"3.7499661445617676
"
Skeletonize,Map3,31,"3.7519612312316895
"
Skeletonize,Map3,32,"3.807809352874756
"
Skeletonize,Map3,33,"3.8491809368133545
"
Skeletonize,Map3,34,"3.7429842948913574
"
Skeletonize,Map3,35,"3.8267312049865723
"
Skeletonize,Map3,36,"3.7310163974761963
"
Skeletonize,Map3,37,"3.8577051162719727
"
Skeletonize,Map3,38,"3.945441484451294
"
Skeletonize,Map3,39,"3.906546115875244
"
Skeletonize,Map3,40,"3.8217718601226807
"
Skeletonize,Map3,41,"3.7409908771514893
"
Skeletonize,Map3,42,"3.728023052215576
"
Skeletonize,Map3,43,"3.774899482727051
"
Skeletonize,Map3,44,"3.791853666305542
"
Skeletonize,Map3,45,"3.7290198802948
"
Skeletonize,Map3,46,"3.7041096687316895
"
Skeletonize,Map3,47,"3.7789194583892822
"
Skeletonize,Map3,48,"3.775864839553833
"
Skeletonize,Map3,49,"3.7479705810546875
"
Skeletonize,Map3,50,"3.7180826663970947
"
Skeletonize,Map3,51,"3.725033760070801
"
Skeletonize,Map3,52,"3.781879425048828
"
Skeletonize,Map3,53,"3.755950689315796
"
Skeletonize,Map3,54,"3.7599377632141113
"
Skeletonize,Map3,55,"3.775026559829712
"
Skeletonize,Map3,56,"3.762930393218994
"
Skeletonize,Map3,57,"3.7379977703094482
"
Skeletonize,Map3,58,"3.7669272422790527
"
Skeletonize,Map3,59,"3.715052604675293
"
Skeletonize,Map3,60,"3.747990846633911
"
Skeletonize,Map3,61,"3.7100512981414795
"
Skeletonize,Map3,62,"3.7320141792297363
"
Skeletonize,Map3,63,"3.742983341217041
"
Skeletonize,Map3,64,"3.752955913543701
"
Skeletonize,Map3,65,"3.7180588245391846
"
Skeletonize,Map3,66,"3.7100725173950195
"
Skeletonize,Map3,67,"3.746974229812622
"
Skeletonize,Map3,68,"3.7998316287994385
"
Skeletonize,Map3,69,"3.7569477558135986
"
Skeletonize,Map3,70,"3.7868661880493164
"
Skeletonize,Map3,71,"3.696108818054199
"
Skeletonize,Map3,72,"4.319439888000488
"
Skeletonize,Map3,73,"3.7689149379730225
"
Skeletonize,Map3,74,"3.701096534729004
"
Skeletonize,Map3,75,"3.688251495361328
"
Skeletonize,Map3,76,"3.7699100971221924
"
Skeletonize,Map3,77,"3.777921199798584
"
Skeletonize,Map3,78,"3.759936809539795
"
Skeletonize,Map3,79,"3.797808885574341
"
Skeletonize,Map3,80,"3.7449772357940674
"
Skeletonize,Map3,81,"3.7529571056365967
"
Skeletonize,Map3,82,"3.7070794105529785
"
Skeletonize,Map3,83,"3.7380032539367676
"
Skeletonize,Map3,84,"3.761944055557251
"
Skeletonize,Map3,85,"3.751960277557373
"
Skeletonize,Map3,86,"3.729041576385498
"
Skeletonize,Map3,87,"3.718052387237549
"
Skeletonize,Map3,88,"3.703089714050293
"
Skeletonize,Map3,89,"3.7210440635681152
"
Skeletonize,Map3,90,"3.780881643295288
"
Skeletonize,Map3,91,"3.7499656677246094
"
Skeletonize,Map3,92,"3.849698543548584
"
Skeletonize,Map3,93,"3.7430059909820557
"
Skeletonize,Map3,94,"3.7529780864715576
"
Skeletonize,Map3,95,"3.807790994644165
"
Skeletonize,Map3,96,"3.74298357963562
"
Skeletonize,Map3,97,"3.871640205383301
"
Skeletonize,Map3,98,"3.7808821201324463
"
Skeletonize,Map3,99,"3.7858693599700928
"
Skeletonize,Map3,100,3.7708990573883057
Skeletonize,Map4,1,"5.846375226974487
"
Skeletonize,Map4,2,"5.820404052734375
"
Skeletonize,Map4,3,"5.774547815322876
"
Skeletonize,Map4,4,"5.778537750244141
"
Skeletonize,Map4,5,"5.821420669555664
"
Skeletonize,Map4,6,"5.810450553894043
"
Skeletonize,Map4,7,"5.763576507568359
"
Skeletonize,Map4,8,"5.742633819580078
"
Skeletonize,Map4,9,"5.778536558151245
"
Skeletonize,Map4,10,"5.845378398895264
"
Skeletonize,Map4,11,"5.975009918212891
"
Skeletonize,Map4,12,"5.849347829818726
"
Skeletonize,Map4,13,"5.7845423221588135
"
Skeletonize,Map4,14,"5.754600286483765
"
Skeletonize,Map4,15,"5.847352981567383
"
Skeletonize,Map4,16,"5.850366115570068
"
Skeletonize,Map4,17,"5.778535604476929
"
Skeletonize,Map4,18,"5.794515609741211
"
Skeletonize,Map4,19,"5.910183429718018
"
Skeletonize,Map4,20,"5.783524036407471
"
Skeletonize,Map4,21,"5.7805328369140625
"
Skeletonize,Map4,22,"5.795491456985474
"
Skeletonize,Map4,23,"5.7496137619018555
"
Skeletonize,Map4,24,"5.773550748825073
"
Skeletonize,Map4,25,"5.769561290740967
"
Skeletonize,Map4,26,"5.819427728652954
"
Skeletonize,Map4,27,"5.827407121658325
"
Skeletonize,Map4,28,"5.872286558151245
"
Skeletonize,Map4,29,"5.844362497329712
"
Skeletonize,Map4,30,"5.761591196060181
"
Skeletonize,Map4,31,"5.76558256149292
"
Skeletonize,Map4,32,"5.870303153991699
"
Skeletonize,Map4,33,"5.851464748382568
"
Skeletonize,Map4,34,"5.813442230224609
"
Skeletonize,Map4,35,"5.751609563827515
"
Skeletonize,Map4,36,"5.836382627487183
"
Skeletonize,Map4,37,"5.823416233062744
"
Skeletonize,Map4,38,"5.787534236907959
"
Skeletonize,Map4,39,"5.823415517807007
"
Skeletonize,Map4,40,"5.914174556732178
"
Skeletonize,Map4,41,"5.851343393325806
"
Skeletonize,Map4,42,"5.892253160476685
"
Skeletonize,Map4,43,"5.856309413909912
"
Skeletonize,Map4,44,"5.766570568084717
"
Skeletonize,Map4,45,"5.748637676239014
"
Skeletonize,Map4,46,"5.791502237319946
"
Skeletonize,Map4,47,"5.742632865905762
"
Skeletonize,Map4,48,"5.820424318313599
"
Skeletonize,Map4,49,"5.887276649475098
"
Skeletonize,Map4,50,"5.818428993225098
"
Skeletonize,Map4,51,"5.776552677154541
"
Skeletonize,Map4,52,"5.797487735748291
"
Skeletonize,Map4,53,"5.7596540451049805
"
Skeletonize,Map4,54,"5.75958776473999
"
Skeletonize,Map4,55,"5.789508104324341
"
Skeletonize,Map4,56,"5.871289253234863
"
Skeletonize,Map4,57,"5.783545732498169
"
Skeletonize,Map4,58,"5.792478322982788
"
Skeletonize,Map4,59,"5.82541298866272
"
Skeletonize,Map4,60,"5.869293451309204
"
Skeletonize,Map4,61,"5.755598545074463
"
Skeletonize,Map4,62,"5.774548292160034
"
Skeletonize,Map4,63,"5.909186124801636
"
Skeletonize,Map4,64,"5.773549795150757
"
Skeletonize,Map4,65,"5.780531167984009
"
Skeletonize,Map4,66,"5.821423768997192
"
Skeletonize,Map4,67,"5.789506673812866
"
Skeletonize,Map4,68,"5.856328964233398
"
Skeletonize,Map4,69,"5.8413708209991455
"
Skeletonize,Map4,70,"5.867297410964966
"
Skeletonize,Map4,71,"5.8154380321502686
"
Skeletonize,Map4,72,"5.814452886581421
"
Skeletonize,Map4,73,"5.806483268737793
"
Skeletonize,Map4,74,"5.8812830448150635
"
Skeletonize,Map4,75,"5.789486408233643
"
Skeletonize,Map4,76,"5.811448812484741
"
Skeletonize,Map4,77,"5.763598203659058
"
Skeletonize,Map4,78,"5.778660774230957
"
Skeletonize,Map4,79,"5.785505533218384
"
Skeletonize,Map4,80,"5.8762757778167725
"
Skeletonize,Map4,81,"5.766572713851929
"
Skeletonize,Map4,82,"5.9221320152282715
"
Skeletonize,Map4,83,"5.816454887390137
"
Skeletonize,Map4,84,"5.862322092056274
"
Skeletonize,Map4,85,"5.810454845428467
"
Skeletonize,Map4,86,"5.8104212284088135
"
Skeletonize,Map4,87,"5.7545998096466064
"
Skeletonize,Map4,88,"5.8373799324035645
"
Skeletonize,Map4,89,"5.818430423736572
"
Skeletonize,Map4,90,"5.902207374572754
"
Skeletonize,Map4,91,"5.806461572647095
"
Skeletonize,Map4,92,"5.7885096073150635
"
Skeletonize,Map4,93,"5.871289253234863
"
Skeletonize,Map4,94,"5.8762757778167725
"
Skeletonize,Map4,95,"5.8014771938323975
"
Skeletonize,Map4,96,"5.79050350189209
"
Skeletonize,Map4,97,"5.833390235900879
"
Skeletonize,Map4,98,"5.857326507568359
"
Skeletonize,Map4,99,"5.802473783493042
"
Skeletonize,Map4,100,5.940104007720947
Skeletonize,Map5,1,"6.255261659622192
"
Skeletonize,Map5,2,"6.200408458709717
"
Skeletonize,Map5,3,"6.226357936859131
"
Skeletonize,Map5,4,"6.227315187454224
"
Skeletonize,Map5,5,"6.191453456878662
"
Skeletonize,Map5,6,"6.240280866622925
"
Skeletonize,Map5,7,"6.186445951461792
"
Skeletonize,Map5,8,"6.219357967376709
"
Skeletonize,Map5,9,"6.204399108886719
"
Skeletonize,Map5,10,"6.1884496212005615
"
Skeletonize,Map5,11,"6.126606225967407
"
Skeletonize,Map5,12,"6.250275135040283
"
Skeletonize,Map5,13,"6.211379528045654
"
Skeletonize,Map5,14,"6.2712180614471436
"
Skeletonize,Map5,15,"6.161520481109619
"
Skeletonize,Map5,16,"6.13759708404541
"
Skeletonize,Map5,17,"6.265355825424194
"
Skeletonize,Map5,18,"6.234317302703857
"
Skeletonize,Map5,19,"6.3290863037109375
"
Skeletonize,Map5,20,"6.23033595085144
"
Skeletonize,Map5,21,"6.2113494873046875
"
Skeletonize,Map5,22,"6.196420431137085
"
Skeletonize,Map5,23,"6.17448878288269
"
Skeletonize,Map5,24,"6.279176712036133
"
Skeletonize,Map5,25,"6.219388008117676
"
Skeletonize,Map5,26,"6.236310243606567
"
Skeletonize,Map5,27,"6.239304304122925
"
Skeletonize,Map5,28,"6.270222425460815
"
Skeletonize,Map5,29,"6.1834540367126465
"
Skeletonize,Map5,30,"6.230337381362915
"
Skeletonize,Map5,31,"6.202402830123901
"
Skeletonize,Map5,32,"6.212377548217773
"
Skeletonize,Map5,33,"6.356988430023193
"
Skeletonize,Map5,34,"6.192430257797241
"
Skeletonize,Map5,35,"6.152535915374756
"
Skeletonize,Map5,36,"6.198412895202637
"
Skeletonize,Map5,37,"6.223346471786499
"
Skeletonize,Map5,38,"6.287197828292847
"
Skeletonize,Map5,39,"6.267229080200195
"
Skeletonize,Map5,40,"6.313127517700195
"
Skeletonize,Map5,41,"6.198392391204834
"
Skeletonize,Map5,42,"6.2412989139556885
"
Skeletonize,Map5,43,"6.193455696105957
"
Skeletonize,Map5,44,"6.171457290649414
"
Skeletonize,Map5,45,"6.201405763626099
"
Skeletonize,Map5,46,"6.154552698135376
"
Skeletonize,Map5,47,"6.1714842319488525
"
Skeletonize,Map5,48,"6.3001415729522705
"
Skeletonize,Map5,49,"6.2871763706207275
"
Skeletonize,Map5,50,"6.2871973514556885
"
Skeletonize,Map5,51,"6.138554096221924
"
Skeletonize,Map5,52,"6.178494930267334
"
Skeletonize,Map5,53,"6.191430568695068
"
Skeletonize,Map5,54,"6.195423126220703
"
Skeletonize,Map5,55,"6.190455913543701
"
Skeletonize,Map5,56,"6.203379154205322
"
Skeletonize,Map5,57,"6.120645046234131
"
Skeletonize,Map5,58,"6.196398496627808
"
Skeletonize,Map5,59,"6.171485900878906
"
Skeletonize,Map5,60,"6.183454751968384
"
Skeletonize,Map5,61,"6.159517765045166
"
Skeletonize,Map5,62,"6.261244535446167
"
Skeletonize,Map5,63,"6.2841832637786865
"
Skeletonize,Map5,64,"6.247303009033203
"
Skeletonize,Map5,65,"6.264235734939575
"
Skeletonize,Map5,66,"6.1764936447143555
"
Skeletonize,Map5,67,"6.28717565536499
"
Skeletonize,Map5,68,"6.200407028198242
"
Skeletonize,Map5,69,"6.246285915374756
"
Skeletonize,Map5,70,"6.197415351867676
"
Skeletonize,Map5,71,"6.141565322875977
"
Skeletonize,Map5,72,"6.282189846038818
"
Skeletonize,Map5,73,"6.124610424041748
"
Skeletonize,Map5,74,"6.137598037719727
"
Skeletonize,Map5,75,"6.184430122375488
"
Skeletonize,Map5,76,"6.218360424041748
"
Skeletonize,Map5,77,"6.176473140716553
"
Skeletonize,Map5,78,"6.189435958862305
"
Skeletonize,Map5,79,"6.120622158050537
"
Skeletonize,Map5,80,"6.265235185623169
"
Skeletonize,Map5,81,"6.230328559875488
"
Skeletonize,Map5,82,"6.286179065704346
"
Skeletonize,Map5,83,"6.149545192718506
"
Skeletonize,Map5,84,"6.194453001022339
"
Skeletonize,Map5,85,"6.291165351867676
"
Skeletonize,Map5,86,"6.119624614715576
"
Skeletonize,Map5,87,"6.142561912536621
"
Skeletonize,Map5,88,"6.193453311920166
"
Skeletonize,Map5,89,"6.179437875747681
"
Skeletonize,Map5,90,"6.224343538284302
"
Skeletonize,Map5,91,"6.1814799308776855
"
Skeletonize,Map5,92,"6.204377174377441
"
Skeletonize,Map5,93,"6.143561601638794
"
Skeletonize,Map5,94,"6.143558979034424
"
Skeletonize,Map5,95,"6.265233516693115
"
Skeletonize,Map5,96,"6.285181760787964
"
Skeletonize,Map5,97,"6.16251015663147
"
Skeletonize,Map5,98,"6.180461645126343
"
Skeletonize,Map5,99,"6.158520460128784
"
Skeletonize,Map5,100,6.178466320037842
Skeletonize,Map6,1,"7.156849145889282
"
Skeletonize,Map6,2,"7.1498942375183105
"
Skeletonize,Map6,3,"7.225663661956787
"
Skeletonize,Map6,4,"7.09401798248291
"
Skeletonize,Map6,5,"7.118950366973877
"
Skeletonize,Map6,6,"7.213716983795166
"
Skeletonize,Map6,7,"7.110970973968506
"
Skeletonize,Map6,8,"7.0421552658081055
"
Skeletonize,Map6,9,"7.1119701862335205
"
Skeletonize,Map6,10,"7.15285849571228
"
Skeletonize,Map6,11,"7.041160345077515
"
Skeletonize,Map6,12,"7.120945692062378
"
Skeletonize,Map6,13,"7.1049864292144775
"
Skeletonize,Map6,14,"7.2037248611450195
"
Skeletonize,Map6,15,"7.039163827896118
"
Skeletonize,Map6,16,"7.103990316390991
"
Skeletonize,Map6,17,"7.1718292236328125
"
Skeletonize,Map6,18,"7.144881010055542
"
Skeletonize,Map6,19,"7.083045482635498
"
Skeletonize,Map6,20,"7.072075366973877
"
Skeletonize,Map6,21,"7.084043502807617
"
Skeletonize,Map6,22,"7.189761161804199
"
Skeletonize,Map6,23,"7.133929967880249
"
Skeletonize,Map6,24,"7.062084436416626
"
Skeletonize,Map6,25,"7.062123775482178
"
Skeletonize,Map6,26,"7.110944986343384
"
Skeletonize,Map6,27,"7.059109926223755
"
Skeletonize,Map6,28,"7.140892267227173
"
Skeletonize,Map6,29,"7.090743064880371
"
Skeletonize,Map6,30,"7.132933616638184
"
Skeletonize,Map6,31,"7.13189435005188
"
Skeletonize,Map6,32,"7.092023849487305
"
Skeletonize,Map6,33,"7.062101125717163
"
Skeletonize,Map6,34,"7.056119441986084
"
Skeletonize,Map6,35,"7.15584921836853
"
Skeletonize,Map6,36,"7.103988885879517
"
Skeletonize,Map6,37,"7.099003553390503
"
Skeletonize,Map6,38,"7.176797151565552
"
Skeletonize,Map6,39,"7.167819023132324
"
Skeletonize,Map6,40,"7.337366342544556
"
Skeletonize,Map6,41,"7.124934196472168
"
Skeletonize,Map6,42,"7.122960567474365
"
Skeletonize,Map6,43,"7.0870161056518555
"
Skeletonize,Map6,44,"7.124934673309326
"
Skeletonize,Map6,45,"7.1408915519714355
"
Skeletonize,Map6,46,"7.119946241378784
"
Skeletonize,Map6,47,"7.043153762817383
"
Skeletonize,Map6,48,"7.230672836303711
"
Skeletonize,Map6,49,"7.190766334533691
"
Skeletonize,Map6,50,"7.174772024154663
"
Skeletonize,Map6,51,"7.156849145889282
"
Skeletonize,Map6,52,"7.1877663135528564
"
Skeletonize,Map6,53,"7.098006725311279
"
Skeletonize,Map6,54,"7.103990316390991
"
Skeletonize,Map6,55,"7.017222881317139
"
Skeletonize,Map6,56,"7.207733869552612
"
Skeletonize,Map6,57,"7.145857095718384
"
Skeletonize,Map6,58,"7.10099983215332
"
Skeletonize,Map6,59,"7.025200366973877
"
Skeletonize,Map6,60,"7.2984702587127686
"
Skeletonize,Map6,61,"7.2416465282440186
"
Skeletonize,Map6,62,"7.102991104125977
"
Skeletonize,Map6,63,"7.087035894393921
"
Skeletonize,Map6,64,"7.0850629806518555
"
Skeletonize,Map6,65,"7.06806492805481
"
Skeletonize,Map6,66,"7.076064348220825
"
Skeletonize,Map6,67,"7.2236692905426025
"
Skeletonize,Map6,68,"7.116955280303955
"
Skeletonize,Map6,69,"7.137920618057251
"
Skeletonize,Map6,70,"7.11095118522644
"
